review_id,user_id,business_id,stars,date,text,useful,funny,cool
qstfRR6QQFoqZ8R5-GB4kg,YCbDALM6-LbXYjS7ycc09g,PEGtD36MLdfcsD2hc95Kiw,1,2017-10-01,"So I ordered a large pizza, hot wings and 2 gyro sandwiches which came out to 49 dollars and some change...an hr later after they delivered the food we realized there wasn't any sauce on the gyros or for the gyros and when I called to ask b\/c maybe they forgot it they told me oh we ran out of Tzatziki sauce and that's why we gave you extra ranch ummmmm well I was kind of disturbed b\/c you just can't substitute something with something else that's not even close to it(ok yea they're both white ) but that's not what I paid for and when I questioned why didn't you tell me that you didn't have the sauce b\/c I wouldn't have ordered them the guy got rude and told me no need to get all mad I'll give you 10%off you next meal...so I go back to the restaurant with 1 sandwich (b\/c my daughter ate the other one hell she didn't care it wasn't her money that was spent) asking for a refund and I was cursed out wait exact words..... we didn't mess up your order.... but how this not what I ordered.... well you ordered 2 and you ate one.. I said ok I only want my money back for this one... no get the fuck out my store I'm not giving you shit back... wait what I just spent 50 dollars in here and y'all messed up my order and I can't get my money back he said no fuck you nigger and get out of my store....",0,0,0
H1rrmYB9PHSbGA_k3Z3Oig,_u59zB1cKiU6ziBK5VWd6Q,uTXTxENCiJI5iyYkHqiaHQ,5,2017-12-06,"Mike is one of the most knowledgeable people in the fitness and health industry. He knows everything about diet, and pushes you to the limit.",0,0,0
CYD70fKbhyVbKVoC58wjZQ,LPfBpu9aaicIiTZxDbTVGw,zWOFKsBDFTYfU4Mp6lONTA,5,2013-11-03,"Visiting the area. Hungry for Thai. This place was great. Started off with spring rolls, which were amazing. I had the chicken golden curry. My friend had seafood green curry. Both were incredibly flavorful and the right amount of spice. A modern family-run place. Would definitely go back if I was from the area! The only problem, albeit a minor one, was that I wasn't familiar with the layout of the complex and couldn't find it. Weird set up. I actually had to call (I was on the wrong side).",0,0,0
dmsBbff1Q7jQzfY42nfgUA,AClVKiDRkxVvr9Fx-LzaSg,ROMFVEFKEYi7qhyITX6jfA,5,2014-10-23,"My boyfriend and I stumbled across 24 Carrots this past weekend while in Tempe and thank God we did because this place is amazing! The restaurant itself is super cute but their extensive menus are the best part! Sasha, the owner, came over to our table to introduce herself and was hands down one of the sweetest, most passionate people I have ever met. I just.wish I lived closer to this restaurant so I could visit more often!",1,1,1
yy4FyDxvUekE0h3DxwdZWA,iFUikJBBCBrAQmIgv5_mAQ,4h6LSyBwqlcxIGRg8bgalA,1,2017-11-16,"Food here tastes like ass. The blue cheese burger is literally a bun, blue cheese and a rock hard burnt burger. Literally nothing else, no lettuce, tomato... nothing. 

The chips (fries) are crumbly in the middle and taste like chalk. 

The chicken strips are also rock hard and could break a window.

Avoid at all costs!",0,0,0
jSlWAv8taeIzjmFInFys7w,wfaJrlzjK0DmNz022nhWZQ,JSG1qGBg_O07NuX1hwSIVw,5,2017-09-19,Was very pleased with my babyshower cake a few years ago. Hoping we can get cupcakes this year for our baby shower for our little boy on the way.,0,0,0
5RHb3F_O1xH5ynra61zfrg,_wEHJQpRuxwkwmocKbfHUw,WUq8HJHIZU4uteB154XN7w,5,2012-05-15,"This is now my favorite nightclub on the strip. The music is good and many notable DJ's spins here. We had Avicci our weekend and we all know how bad ass he is. House and Trance is what's hot now and that is what Marquee offers. It's the hottest day\/night club at the moment in Vegas which means beautiful people that comes with it. Marquee in the Cosmopolitan resort is a 60,000 square foot venue with three different rooms that plays different music but mainly electronic.  

I strongly recommend getting a table if you have a large group. We had a group of 10 dudes and got a table right inside the entrance between the main dance floor and pool area. It was a good spot where the DJ was clearly visible and also the breeze that came in from the pool area. If you don't get a table, the wait can be hours in line depending who is spinning that night. 

The place is jammed pack meaning shoulder to shoulder when the DJ comes out, which is around 1am. This is where having a table comes in handy. Waiting at the bar to gets drinks during this time is almost impossible with all the shoving and drunks. The decor is very modern with a purplish theme to it. It's a perfect vibe to get your drink on and party! People here are friendly and attractive from the party goers to the employees. I had no issues at all through out the whole night and had a blast.",2,0,1
Q8UQdN6G0C-UIA6iXUrUpw,5g5BjhARiZ4zw0SthMH0OQ,sghUmnrVFGxvldZQT-mtyg,5,2012-12-07,"As far as pizza goes, Cici's is fair.  The 5 stars is for the treatment my 4th grade students received when we went there on a field trip.

You may be asking yourself...""A field trip? To Cici's Pizza?""  Why yes! It's all about FRACTIONS!  This is our yearly field trip to close out our unit on fractions.  The kids pay $3.00 and they get a fairly good sized pizza (I think it's their medium) and a drink.  They also get a tour of the kitchen.  

When they finish their tour, they are allowed to build their own pizza.  They can put pepperoni's on their pizza however they would like.  They were kind enough to accommodate my student who is a vegetarian and gave her a few veggie options to choose from.  I also asked them to cut each pizza into different fractional parts...some were cut into 6, 8, or 10 pieces.  Each kiddo had to then calculate how much pizza they had eaten and other fun stuff!  

Now for the 5 stars...the staff!  They were SOOOOOOOOO friendly and were eager to share their jobs with my kids.  They encouraged them to ask questions and were just plain awesome!  My kids and I (and our parent chaperones) had an amazing time.  The pizza was delicious, as the teacher, I got to make my own...looked horrible, but tasted delicious!  

Thank you to the staff at Cici's for  making our field trip so much fun! We had an educational experience but also really had a blast!

Thanks!",4,0,5
Q-XCQTh000lw-3IRr5yfKA,c3_AdjAlMy4EJYQhuXADgA,HsS0Z0mo00w_2TAVu_nsEg,4,2010-09-06,"Heroes con is for pretty serious collectors but there's plenty for kids, anime fans, and Star Trek \/ Star Wars freaks too.  Last year there were several Storm Troopers and others dressed in their favorite science fiction getup.  They also have a lot of pretty famous comic book artists show up.  I was amazed to see my favorite artist from when I was a kid sitting there signing autographs.  It's a fun more geeky, less freaky weekend.",3,2,2
_4YE6Cyl2PO2zMg75ZkzGA,uCqUA9IWUEgsok4t53Sctw,ghVhlFpNhfBwWDFGSlt2JA,5,2016-03-20,Sister found this place and thought we'd try it out. We used to go to Goyemon for our sushi fix but in my opinion this place might be better. It sure beats the 1 hr wait. The servers are all so nice here too. :),1,0,0
QgwT5FKWpLB-Tkc3ReYEEw,TdYKJgSgY2GF_YJnwsi5yQ,aYfHXWNjLNUVoQa5CMA2jg,4,2014-09-26,"I was having severe abdominal pain for almost a week and even with a visit to urgent care, I couldn't figure out what was going on. A medical professional mentioned that it may be my gallbladder and prescribed me three medications that unfortunately didn't help! After having another attack, I took matters into my own hands and decided to research foods that naturally help your gallbladder and most importantly, avoid irritating it.

I found that vegetable juices like beet, cucumber, tender baby greens, swiss chard, dandelion greens, beet greens, celery, carrots, ginger, and tumeric are great for gallbladder health as well as organic grape and apple juices. Other helpful foods to add to juices: lemon, avocado, vinegar, berries, papaya, pears, and flax and hemp seeds\/oils.

Therefore, I was on a mission to find organic, cold-pressed juices that utilized these foods and hoped it would heal me! The store is very easy to find, in fact, I had seen it while driving by on Ft. Apache. Access and parking is simple as well. I love the interior! The adorable bee and honeycomb theme complete with adorable packaging, matching wall art, and the amazing table re-purposed from a tree!

The staff was so friendly, helpful, and insisted on samples. I told him which juices intrigued me and why, so I honed in on Bee WHealthy and Bee On Point. After sampling the two, I chose Bee On Point that is comprised of cucumber, celery, carrot, apple, kale, beet, dandelion, radish, lemon, ginger, turmeric, and pepper (16.9 fl. oz. for $10.99). Neither of the juices really tickled my fancy in the flavor department, however, that truly doesn't bother me nor will it stop me from future consumption because I need to minimize sugar (even natural sugar) intake as much as possible and that's typically what makes juices taste better.

Anyway, the juice was great and filled me for three hours! That was enough time for me to finish what I needed to do for the day and get home for my next meal. The great news is that after just THREE days of eating and drinking the gallbladder-helpful foods, I was able to stop the attacks! It's really wonderful having access to a place like The Juice Standard to have truly healing products when you have health issues. It was honestly the only place I trusted to have something that wouldn't trigger another attack and I was very grateful for it. Your body will heal itself if you give it the right tools. 

FYI: You receive $1 off for each glass bottle returned! But the bottles are so nice, you might want to find a purpose for them at home. Also, keep in mind that these bottles are 99.9% juice which means you're getting the good stuff, not just water or miscellaneous fillers. Yay for cold-pressed!",23,8,16
sR4iKQjV-p61DLfI1GjGSg,rLfg_CmTr8YvfHClN-uJ8w,NsnE3qKwwhSSLYRvKtFVrA,5,2016-11-11,"We had a list of things that needed to be done to a rental house and the work was great and the workers were nice and professional. 
The price was comparable to other quotes we had, but Dough was fair in re-negotiating  certain quoted prices because of miscommunication or unnecessary parts purchased. 
Will definitely call for any future repairs.",1,0,0
YHzMXpLJF2od3AoSK9jizg,2yfCE-J3G5GVuJkTvGiR7Q,TVbVii4EUQt9DG7y698zIw,2,2014-08-19,"I was so hungry and came down from my room and pick the aria cafe ... I told the host that I just wanted to order something to go, but apparently u have to be seated down and wait for the waiter to tell him that I wanted to go(wtf?) I sit there waiting for the server to order food. It took forever T.T ( about 10 minutes later) someone asked what we gonna order with a poker face...I told them I was ready to order everything to go but he said he can only take the drink order, so I ordered a Fiji bottled water and he just left, I had to wait 15 additional minutes just to flag down a waiter after being constantly ignored by whoever saw me (bus person?), when they finally flagged down someone to take my good order, it was the same guy who took my drink n said he didn't take food orders. What? The whole process took more than 50 mins, the food was just mediocre but the price was on the upper side, now I would imagine a place with this price point in this fancy hotel would have a decent service

Bottom line, If u just came back to the hotel after clubbing with a group of friends and didn't mind waiting for food while u sober up\/ or kept drinking, this place is okay

But if u want a quick meal, I would suggest room service instead!


^.^",0,1,0
iaeHly00WybItJsXE4jXDA,4azvgtVC2jjwmNnhJOrmkA,gPQOUyooQ3O9H8OmnxVNnA,5,2012-07-14,"I love this place. I have had the following:

Deep Fried Tofu over Vermicelli 
Spring Rolls over Vermicelli (the spring rolls are vegetarian)
Mango Milkshake
Strawberry Milkshake

The deep fried tofu dish is simple, yet so yummy. The tofu is nice and crunchy.The dish also has cucumber, carrot, peanuts,  green onions, vermicelli and daikon. If you are vegetarian, this is the dish for you. I actually think that the deep fried tofu tastes better than the spring roll version. I am glad that they have a few veggie items on the menu.  I was thinking of trying the veggie red or green curry next time. The serving size is always the perfect amount. 

The milkshakes are the best! It is not overly sweet and they use real ripe fruit. Highly recommended. 

I am a regular customer and I find the service is really good. Overall, I give this place an A+.",1,1,0
-9Ao7Xbh8gXBm3KuKf14Gg,zp4UT0rcYPbrjbT3QaL7OA,htiB-auOhxa6YTp9bAb6lw,3,2011-08-27,"I had a bison burger the last time I was here but it's not on their menu anymore. Too bad because it was really good. It's a 3 star place in my books now. Yes it's because they dropped the bison burger.

I had to contend with the fish and chips this visit. For apps, we had calamari and nachos which were surprisingly good. The food didn't blow me away but it was good, no real complaints. The wait staff are average but a little bit intrusive at times. And dressing them up in low cut tops almost makes you think you may be at Hooters (which I've never been but have heard good things).

All in all, it was a good visit. Would recommend for big groups and lots of TVs for any free sporting event. Don't know if they do UFC events here but could see it happening.",0,0,0
Z2VxzvOdLLRDSKK4oHMUvQ,ZR84_7o8ISEp1UqafsHpUg,1WpnMTyWtLmnGCkAfRPsLA,1,2012-12-28,"I called to ask about the Living social deal, they asked about my name and THEY PUT A HOLD ON MY INSURANCE. I stop by to see the frames and because there were not selection at all, I didn't get the Living social or had the eye exam. But they kept the hold on my insurance for 10 days until I realize that I couldn't use my insurance because of them. A nightmare.",1,1,0
Mf_01FORyoc12AmOPQiTiQ,RUCOP76vftCfjVk_mEES7A,78hhmmFvAqZrbeJQnFyNfQ,5,2017-11-19,Thank you Bradley for answering the phone on a Sunday!! Battery died and Bradley came out within 10 minutes to jump my battery! Awesome service.,1,0,0
euNBL9yWex0poSK424J8IQ,IbUnPKeuP9CbjqyAzulZvQ,mWGclg5FRTQGRhq1LQ7siQ,5,2015-03-01,We've been taking our dogs to Elliot Park Animal Hospital for at least 15 years.  We've had four dogs who've been taken great care of by Dr. Loeschen and Dr. Hayes.  You never feel pressured by the Dr's or staff.  All possible solutions to a problem are explained and the owner is left to decide what they feel is best.  These vets have helped our dogs through ear infections all the way up to Rocky Mountain Spotted Fever.  Dr. Loeschen has personally helped three of our animals leave this world in a very comforting way.  We've recommended this animal hospital for years and have other family and friends who take their animals there also.  You can't go wrong if you choose VCA Elliot Park Animal Hospital.,1,0,0
btYB4QJZygzAQlyUz4frHQ,_5keMAmic7zzrnM5mVefBw,RXqlenXFrLcry4v7zQ6dJg,3,2015-10-09,"It was good. I don't know if I would say great but it was good, plus it was local. We usually go up to Thai Thai cafe in Mooresville but wanted to try this new place.  It was a little pricey but the food was tasty. The best in Cornelius to be sure",2,0,1
9M6AvxOZjAYeYhkDg4i94w,LmWO_u9v7e1vMJlNykjUoA,kOFDVcnj-8fd3doIpCQ06A,4,2014-08-13,"Restaurant: Mildred's Temple Kitchen
Cuisine: Brunch
Location: Liberty Village
Address: 85 Hanna Ave
Price Range: $10~

1: Poor 2: OK 3: Good 4: Very Good 5: Excellent

Food: 4
Service: 4
Ambiance: 5
Overall: 4

Extra information:

* Serves brunch on weekends
* No reservation for brunch
* Good for large groups

I've been wanting to go back to Mildred's Temple Kitchen ever since my last visit. My first and last time at Mildred's Temple was for Summerlicious with a friend and that's when I fell in love with the restaurant.
Although I was eager to go back, Liverty Village is out of the way for me so I waited until Mother's Day to bring my family over for brunch. I was surprised to find out that they didn't take reservation so we decided to go a little to gurantee us a table without having to wait too long.
When we arrived at the restaurant, there was a line forming at the door although it wasn't even open yet! I normally don't really care for brunch so I thought to myself that it must be soooooo good that people are willing to give up that extra hour of sleep on the weekend for their food.

Ordered: Scones & Biscuits 4\/5

* two for $6 or six for $14
* Baked fresh every morning
* Luscious currant scones or flakey buttermilk biscuits 
* Served with homemade preserves
* These arrived nice and warm at our table
* We decided to go with currant scones
* They were a little flakey than I expected but still very delicious
* Currants added nice fruity taste in between each bite

Ordered: The Lottie - ""It keeps me thin, Mrs. Pierce"" 3\/5

* Frisee salad with over roasted mushrooms, rosemary bacon for $12.95
* Topped with your coice of 2 eggs poached or sunny side up
* This was one of the lighter options from their brunch menu
* It was basically a salad but with eggs on top which made it 'brunch style'
* I wasn't a big fan of this dish but my family enjoyed it

Ordered: Veda's Choice 5\/5

* Mildred's classic poached eggs on a flakey croissant for $14.50
* Choice of smoked salmon or rosemary bacon topped with Bearnaise sauce and served with mixed greens
* This is one of the popular brunch dishes at Mildred's Temple Kitchen
* I went with smoked salmon and I loved it
* It is quite heavy given that it is served on buttery croissant
* I would get this again but maybe share it with someone else

Ordered: Mrs. Biederhof's Legendary Light & Fluffy Blueberry Buttermilk Pancakes

* Served with Lanark county maple syrup and whipped cream for $14
* Honestly I am not a big fan of pancakes although I do crave them time to time
* These were very fluffy and light, perfect with whipped cream and fresh blueberry
* Since it was a 'lighter' pancake, it felt more like dessert than a meal
* Nonetheless, very good pancakes and I would recommend them

Summary: Overall I really enjoyed brunch at Mildred's Temple- I just can't get over their restaurant and the way it's laid out. I don't know if I would want to wake up early and line up to get in for the brunch, but I will def be back for lunch or dinner!",2,0,0
xb23ZvnTzihsurDkgGHVoA,W_pPF_bKVNtA8m7lRqdZdw,p3YqOYELqXtLyHz9T49p_w,4,2014-07-14,"I have yet to try the lemon pepper. I want to. But I'm so in love with the hot n juicy special. 

We have gone to the other location many times. We choose to go to this one because it's a little newer. 

I always get either shrimp or mussels. Hubby always, always gets king crab legs. 

You must get the corn in the bag. And rolls. 

Just be prepared for garlic to ooze from your pores!  I like it spicy and always get medium.",3,2,1
54WirYQuQy2-ynEVu2MWBw,mXMVfThnmi6dnKq9NlC2ug,MDjIylNU6CYq9hR3Qe6hVA,4,2016-02-21,"Great place for grab and go Italian sandwiches and pastas.  The prices are decent for the area. We got two scaccia sanwhiches for $13 and it filled the two of us up for the afternoon.

They also have a selection of Italian sweets as well.",0,0,0
zJBdEBozcMWckkzyYuEkSA,o3GznsaQa-NMo8Kve-ZXfg,bxRFIGAcYREvDBT3Nw3Vaw,5,2016-10-29,We love coming here on Friday nights after a long week. The staff is always attentive and the food hits the spot!  The salmon is one of my most favorite dishes.  Enjoy taking our schnauzer and seeing all the furbabies enjoying a night out with the family,0,0,0
e5TGnLQ9bVxJvbJDmsDG-w,8P2LkzPGV4ID_fE7gJGKGg,v-z5Tw5ds2sEvtk3Kj5x4w,2,2015-12-07,"Beware of extreme spiciness at this place! If you're not comfortable with extreme levels of spice, and I mean VERY comfortable, then this is not the place for you. If you still think you can handle it, then by all means, go ahead and try, but I've warned you!

Yupdduk is a Korean restaurant in North York that recently opened in the Yonge\/Finch area. They serve only a few dishes so far. It is a chain restaurant and there are a couple of locations in the U.S., including in New York and L.A.

I wanted to try this restaurant because it was new in the neighbourhood and I watched a YouTube video about this restaurant prior to trying it out. I generally like spicy food and I knew what I was getting into so there was a part of me that thought I could handle it. Boy, was I wrong! 

I'm giving this a 2-star in consideration of everything about this place, including environment, service and food.  This place is still fairly new so it's somewhat clean; however, the chairs and tables have splatters of sauce, so I can see this place getting run down pretty quickly.  

The service there isn't great. I mean, when you ask for help, they'll come to you, but often you have to wave them down or walk up to the cash register.  Also, considering that they serve such spicy food, they could at least give a better warning or ask if we've been there before. We also had to go up in person with the water jug asking for more water. The waiters don't really check up on you to see how you're doing, and it's confusing regarding how to pay, so we ended up paying at the cash register. The good thing about this place is that they do provide several boxes of tissues lined up along their counter for you to take! We kept a box at our table.

We ordered the popular dish for two of us, which included a huge bowl of spicy sauce with vienna sausage, fish cakes, rice cakes, cabbage, and topped with mozzarella cheese. I think I ate maybe one of each of the above because the spice was just...that...deadly (to me at least). 

I don't see what the hype is about this place though. Yes, the flavours are decent, but it is essentially the same as any Korean spicy dish at other restaurants, except that it is 100x spicier. I feel like this place would do much better if the spice wasn't so extreme. It's hard to enjoy a dish when you're struggling with each bite. I will not be returning here.

Oh, and the waitress did say that they could make it less spicy, but even the ""less spicy"" was deadly. I don't even want to imagine what the regular spice is like! We even took home more than half of the dish and tried to water is down to make it less spicy, but that didn't work either.",2,1,1
Es0RpEibPqanFDpY0uawSA,n4yi3tSNQ9eyQSSfFszRgQ,kG_EB5RAsSA3f9HJikI1rw,4,2017-09-25,"Have eaten here twice when visiting my li'l bro' in Gilbert.  Zinburger does just about everything right.  Great ambiance.  Fun staff.  Reasonable prices.  Decent wine list.  Oh, what?  You ask about the food?  Damned good, I say.  Of course, burgers call for zinfandel, so that's my pairing.  The boigas are fat, plump, juicy and flavorful.  For my preference, they're a bit over cooked, but hell I like my meat still kickin' (somewhere between steak tartar and rare).  The wine list is good; however, with the name ""zin"", one would expect a (far more) robust wine list, particularly one that pairs to the foods.  That's the only real weakness here.  The fries are killer.  Killer.  Will return next time we're in town.",1,0,0
