user_id,name,review_count,yelping_since,friends,useful,funny,cool,fans,elite,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos,text,date,likes,business_id
itq66YE_XR0hEfqZ-dJyaA,Max,5,2013-10-30,None,0,0,0,0,None,4.2,0,0,0,0,0,0,0,0,0,0,0,,,,
wlPQZY6UOnQiYzPnBknlZw,Beth,43,2013-08-19,None,0,0,0,0,None,4.77,0,0,0,0,0,0,0,0,0,0,0,,,,
N6CS_pw3KPvaNa2CptEnwg,David,4,2009-09-13,None,1,1,0,0,None,3.75,0,0,0,0,0,0,0,0,0,0,0,,,,
_KSYTH4YYlmAy2JiTo4egg,Shekhar,9,2008-09-07,None,6,0,1,0,None,4.56,0,0,0,0,0,0,0,0,0,0,0,,,,
3NeneSjTMBog51ezeBWKsg,John,74,2008-12-18,"DvMRmfb22lFsKSEnL6Q-ag, _lfo2nj1vvXKrEpPfTQcsA, cRjVEDmARj5xK0_JcIriCA, xq39qAPXilmaaJNu8Tj-lg, y4MmRxDhu6JbqeBOcfWPtA, iDVk5-T3hdhivRYLHHKc5w, vufjeZOEeHe78cMQqkqQJg, W2-T7L0VtC_4rZtVDxOQyw, moiMeFQsn8-cPleW4d3e8w, Z6V88oW8-awkvhGjUolrkA, 8Dzgr-E_j6FI-Th-AulS7g, t-YizqsOb4wudgn77TAUFg, MQSLPfttTHeWi24m6jKyZA, -NBsGbru1JP_EyNzkpgmug, 3q6Gx_SuWJizqAyYVXkJiQ, dRVZTElDAVCv5gqbxTANlw, JemfGOtc2EVV96j5Me57ZA, VQtvK3LBO7XpDJ4Q8DJh4A, Kxr2DuTnGnsrftFcl-mu_g, P-cazAtVYvmWih_vRqPM6Q, 2U3yvp1L-ksEXRhysRNGRA, lHvvP3ZsnfErQfK81W8QbA, muf012woSX0X992mUO0_kw, 2Ojrw2OrLWMKxV541gkWgQ, IIrohNAV-rBu--e8p2jPLg, Z7G8Dkta3_XJSVYflnVYHw, 6VqQXNF4bl3O7PJzAmPO9g, tjll6jVBoRkldZcdHBA2cA, iN408-BZwcx7AGyXmXW1bQ, -thw19l4MzVBAX1GMyKP7A, AxGY_SIqvL1dXVkf8O5tMw, ZpCBuY1c6OsSuKD6PJr7WA, 7kZXZJwf2oylclG0JXEnqQ, h2sOZgMYU3pFBLk35WVr8g, pnTiEaqM4slogpY97n9Kvg, Pf22rlOdtqszHZxHB59vIQ, NRMlDBUoGJdgoXTUllZpuA, 1QUmlV-gwoyXuUMuzcgYWA, bRH92Qg4rWZbofPEcn7NgQ, Xde784K092TzYEkQWRbqew, EwVOzPejkAkYyaxRBdm8Ow, IOUBQcneZBQLJ-dPw7wxuw, mRbyh9_3gw9IOyCu9iti2g, 1APrRPLdDDO5s2Dg96aUAw, nZiZYgqLFFElyfZolmbc-g, --xkt4mHNG-woiwsnx6Llw, jI23MCoZDyufYcaK6GDjGw, lt7CHzpOEKV2VE5--0CDNw, R8itGq5-Yf2B8kzEU8VH6g, IQhlilHp8mrVLJoNugKcMg, JkG8errcImP1VmZWkLmnZA, 4I9ZeQ3zImiThOO7Yiy2cQ, PWnK7uRv1nJvUVnXZKr63w, jcHvfgVfjnVKhVQU94xp_g, FZTCYlFlsV3zDI92i5SEEg, QM_bPLlOY0VJvGV7yFVqGA, asd_62HNM-7sKnvE41qddQ, fbpjEkaALuGJo_dCYWPYRQ, vbfcNgmksapPj2ScDISaMg, 815To2gaiA_LGpx-x48mSw, 07Y8JX4CWgli7aV2kL76vA, xuV_OWwnWAPxSQT-c2cO7g, SU-iAuGsoDnws0oFG4VO8A, G2GFPS9XTjLyTH6QrYXy5Q, DDCa2a21XZCWRo_ALTY28w, Gso892jhncPg7Jltx3hh6Q, EnuyVthFsDN3b-83QKfgtg, pjnaWo2ZaEI30Hb-8VruuQ, 0SCKW7Fo7qE3m_OQ3wOEhA, hcJzh-FFDEfYKGpyM0TpZA, 8wMCPoJrrYxb6HxZdWejkg, W1hWxmmE24weHp5iTQGshA, Au-kOG6GZb7S7lLWJLUhzg, GGdnMcaGNcmWrTVJmTcH4Q, r1-kN4aQWfi-IwNrJpAcsA, ryt0GszEzZFi6yLlAH_pKA, sC2xiiyJJtklPxpWGs2-qg, qiPMo907odeeE6ryD2-4ww, TRC9mDoNjKoooWVRB82grQ, FdH_ISG-U1_Zk0frovzoTA, NtDTYxZ7QT2Z-gwXPWcC2Q, n3XPUOlwAaQ30lS8e9d1iw, 8L67_7LD3BFPPuo5QGX86Q, n-_UR5pMLRwLQoI-yE0W5w, QOlvBBlItUSdVaZOiGkSJA, GVP5FLsxlE6m2v0xnbUydQ",58,11,13,6,"2016, 2017, 2014, 2015",3.01,5,2,2,0,0,7,7,11,11,19,1,,,,
O9E_DdCkaIPKYhvOImpuIA,Anthony,1,2013-09-13,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
dIBJ9lA4-CiYT2eEpGci_A,Jeff,1,2010-10-26,"6KoA7dKkx23yNIlKGosflQ, IPae-he4sy3KI22hqvxYxQ, bEKWGcfRo60xomglDsDSAQ, Xv90e1nTh0AnWS0SF0ApsQ, OZpMDB_VYoObhKdFzDeWew",0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0,,,,
ZgqShVpDqFcZQsB3uaj6ow,Emma,15,2013-04-27,LVxLpctpaYAvhVmPyuNnww,0,0,0,0,None,5.0,0,0,0,0,0,0,0,1,1,0,0,,,,
o-9UXqRSUJb78xQKh1CuCg,Alfred,6,2013-08-27,"OSyxINtZVYIc6dhDSbDAiQ, jF8pRAPgwW-N9E2eiPqJIA",0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
0ZJTMaVxZbX7svM7rD0Vkw,Jo,4,2012-10-10,None,0,0,0,0,None,4.0,0,0,0,0,0,0,0,0,0,0,0,,,,
SMLLmPawDY0fZoGwAWidGw,Edmond,6,2013-03-13,None,1,7,1,0,None,3.33,0,0,0,0,0,0,0,0,0,0,0,,,,
akaAe2q6834d6VSJ5gm4Hg,Alexandrea,3,2015-12-01,"84VW-J3-GTjz081RxYFMIA, AjnB5dUAIMRbvpEzn60cVg, EPONxkTt1wM0ww-koOgKHg, dGY390ySARpSajGIxISbJg, cvvUpNT_0Owi7gvbxHkmnA, gK0I9SMp5ImN8JPQMzH9qA, HZ9mh-0ppq7U_gcCykCMDA, QYsNFofpuIaEli8ltVdjBQ, d0dUr5ABGfCnZjTrJ8zQ3g, 9Y1Yt40_5aaTQbU07fXTSA, YWRKukKELPo7tzYHrx8AJg, 48BBJIk3mCTt9B4_aQDlEQ, M6sDNdrHAoEZjzgNSEJoDA, kma3UDW5v1EV-ogLgsCB_g, KKlSRmtPshImxIQ7_rSnAA, ZY-UpmdCH5FcctfVskYWvw, BzxlLvoF5nC8uJeUq583Vg, dxQxj8yxmaaLDzJrlR_0qg, 3yb7Eu42dLiUeR2yxMFKZA, 8pjgoipKm9LbsahMFgQx5A, 5mv4oc5gS9bK4y2c72NV0A, mKnBgjGGIpSFESbDJ8tcvQ, KF2BHC3MERygjb2gbn2P5Q, -7cMXnKUVAPg0jNb83qcSQ, Gn2Riivi8RW0DU_YmHIyCQ, eNJR_FZ42dLdAB7hU2RIFQ, i5WSqa7_8laOB4n3kGQ1aw, 3aYJu-ofOsc_hnDW-4q3wA, sOIxReRZ80fCgH5JhI47mg, yEMHpcWd8WCnLyLmJHY0cA, Q4Y7PFIjNGt4x4MnfRthog, 3rG3nuJ_V32B_FdTDUkLHw, ZyMjloVCpMaXGF3Fc1uiIA, 37iJhK-9tbtRgkt1qw3nMQ, 53oHl-qN2hUP8mksC_UbXQ, A2GlYZIRq1hdjqbJcZFurQ, dry5b3Co0qgLV5wakfnIkA, tAog_qD1GGEVYkbRMsE6bA, roHpRU06yhqdGwqULKh5gg, ppOo_f_es6VJk4jpmTdjqA, BLMRiu-LP0QBD-XVCFJQrQ, cU_uq3r4Ytt7UDMfNYR98Q, cmlS-85ZLEPcg5rcM0V0Gg, d0k1Fu7Vm3D0K6FK0DuY7A, VPMKFtCCiDRUQTFq47cb1g, CGEKEo3aHhvd2uIIvYRO4Q, 3ZVyezhJPFB42D4fMLF7Ig, zGA5Y_FJFBYPvZZrkdNmBA, JR2QzrGCO1GgMftZn8Eg4A, Ylkh5OkjfMroRRmZ62qzhg, oAHJXvl-A97xJIwgl9EJnQ, xAh6xLadU5OASDbIhxX7hw, 3hSZ-TcvN20ml81QWTjXpQ, N-aavitGh18l6xnJmOUK6Q, BM5I46EmX24aO9Z4bzkSLQ, BBq1p4hIvr30VK-qNUJHwg, clNTP0uu0cPndBHJ9hoUZA, 1UqOAi89NfTKWXsWDPuUUA, dza7IWUe1Dh-7syhhc273g, ckowc4Vi1rCUVgeCjwDq9w, Dj-9X78i90Gip5qmdnRDzA, jfHkFPHvuJzwC5bd2H9bWQ, 0ss9uFWhBh1-XDSi988ZRA, MFsBZy2rKoAfUb7vlLI2PQ, _75XWldQUNdqxi0gh3oTuA, 5f_UyS-_yRmf5JlXQDCBAg, OkTCj-GClNbGno-HCn5E1g, d4n8LUSSBsOEV5NlOsmosw, WlIyH-x4f7Z2mylHPKrbnQ, iDEbD4C7LIs89Hrghfs9Xw, yKpUpAqBxO9_h-dH-FAfVA, OaBLN7tU9KNuhHFB_tGxrw, I3X4a5dPR5UltPtJjd6gRQ, l8Ln_JQ_IbAqq_1fqIWGBA, UdSlocNAvgezFjJgzmSi6Q, E1-iiMA8vFpTMcU4m0St6A, DWQOwcAKMbrAHrwqP4t3Mw, dTHhXwRU2O_vE-rbS2u73Q, 1GT4gTgRcGEhO0orERDtqw, ce9WWgAsX-hNH8qjjGDZSQ, KTK-Rs_dq3-YMCefXYW5HQ, l2SMRNNPFD_ZxAIEqmrwHQ, 4HCRSt8GoVzZkaT8ZQpNig, yJTPg6V838wTN19sjVslBQ, QVD7DFsvnJUHPMVjaV2SrA, iXExoROKWdLTyDBcxY68Qw, DmEQAFsfTEOJP3cE2uN_Eg, TwPd1PxqeI_5VmVJjy-q-w, FPLBM9oYCOyNVMf1gAM4lA, AjyWi8lb75QI4NcZtHaXIw, LE2MXIoFHV1CNTMx7xDM-w",0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
hhq0RI_MaZAiLTk08hPSWg,Janet,10,2013-01-25,OEtkx6o_l1VZ2t8i3XRIIA,0,0,0,0,None,3.4,0,0,1,0,0,0,1,0,0,0,0,,,,
sticy4A8zVgdWGW_oVDJXg,Amanda,1,2012-03-25,"xUgIGBC90PPAkJDy4tdzfQ, ia3kezgvnboBaiv13WUuhA",1,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0,,,,
U5x9V8Xv3J3pQIQSHSuI9Q,Ivelina,9,2012-12-31,None,1,0,0,0,None,3.64,0,0,0,0,0,0,0,0,0,0,0,,,,
iitcOgagZyeN8ivxRYPYIg,thorin,20,2007-01-20,"mY3mROf28N-vY1fpR-FFUw, eurIEcpGa_tTi1LMWa1pUA, 43mw4n9eZA5o8_hiwZIulQ, rt3PC7WCgCKsoufmQJELfw, OndIg8crvjSeF7xnrftnEg",1,2,1,0,None,4.0,1,1,0,0,0,1,0,1,1,2,0,,,,
ntZsRYXqeWJhaITpoTGZNA,Jamie,7,2013-03-23,None,0,0,0,0,None,3.14,0,0,0,0,0,0,0,0,0,0,0,,,,
zBStt7wZShCKyKywh0hzKA,Shiree,15,2010-02-21,"1ZNCRV52hIXHEcNWWfac7Q, J9c0XM-wV_KQmtZYxvIFFQ",0,0,0,0,None,3.73,0,0,0,0,0,1,1,0,0,1,0,,,,
6Z8CCDIxznMQsDo7dxNKXw,Maria,1,2012-09-10,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
HOmCkSJAcXz4H6iurlLKiA,Sam,1,2016-02-05,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
_euydKRGngfACUohG6kBCQ,Kim,25,2012-08-15,ij717zrBAqTfeNKyW6_NHQ,0,1,0,2,None,4.0,1,0,0,0,0,0,0,0,0,0,0,,,,
AszuBqMcpd9bjZ_YK8QJXQ,Tray,1,2015-04-06,"ROi3XoSrMa56Wu6cj55B-A, kWNVNXHQBrfEJcIHEXi2cw, XPdwx1JwqVqoQ2dv8woFPw, kEhEbZJTs6oLMIJY-SVS2w, QlBluoPRzL9Bpi8SjFYRSg, 5k_5AQSAjsU0oRqnMIMLNw, m6U2cUW1Fex1GgB119ATYw, QMnz5FPVK0XtoXeCvUs-ig, PRGlUHLrYTV81rtiunTW7Q, HBYLcmiydXi83wwyYJrb0w, WfdQBHht54wg1EjVIEcg-A, 6GQT9a7QR3e74E3Cgg6Pxg, v7sc296MyjqdkyXuyp7DRw, usmFTPneplHm_2QQSjyJaQ, fMBWyeXLSr2GvrVXLyCzbw, Ajub9tzhPP05o4n047GaAA, HHCNTtKI8PmffyHgEB6vEw, 3ciqRUtpZ55asQ_IDJMkSw, iX__SQ2acl4eBlKPAMyBSg, PkBg8R-_XkaBrgmxcVppjQ, _OKD_7KYDmKvQdz51AGd6Q, Nzz-LihvPLxhEjv4L_o_WQ, L8eloqOkxXq3qqVrrIX-EQ",0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0,,,,
lNboEmX4_PIseMJJ4a41nw,Joe,3,2016-07-30,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
vo5w3HSDcX3340ddd-hCPQ,Sonya,7,2011-12-29,None,0,0,1,0,None,3.57,0,0,0,0,0,0,0,0,0,0,0,,,,
A35IQpasiytZKercfkSmcg,Lakeisha,10,2015-03-30,None,8,2,1,0,None,2.9,0,0,0,0,0,1,0,0,0,0,0,,,,
ZgSK2gDK-am8ivkyAW7udA,Comfort Stride,5,2015-05-11,"bIoxXdTBJTInmmIcCk0CGQ, SI7trQa7oBp83HjXV6QaRA, 0fbLLP5dH6qzLfMjgZbKpQ, lEye3Lm_f0Tbd7Fa6GPJ4A, 5MXhrv0aLACS0R7RzGDwFg, 9nh2isAOApSPBu6GEaVBeQ, c90HBU01PVr2ZNAY0mJFew, eH4YIZ1Ptz00HXyORrhrWQ, gcMn0P_69bGPP2l3oaR5Hg, Gv2wqhehnrPj6YesJQWPmQ, ByO6NRAlSGkd8hN7EUA87g, oa0XrXjpPdHZO9pmmBxcIQ, 56LCxb8piyjOMEp3kx30lg, 7RSC1OqvOQo15kCTuJhYvg, 1wnUYGIJqg9FsIXEm8LBkg, rqi69l-CEa37NSJXxUu6lw, ahx1jEMsF0lHRhT2T7r-TQ, GmM773lHNAdTMuYJ5nKkBQ, WUf5H71M9hIjkzoSKblqrw, 7_RkAeR8QkhH7aaT_VmqiQ, ce9n4TPW9HJAofuuJgBEzA, Mc3r9PPiM6syqVe7di2d2A, WbwasIGQmxWP9079x9-vWw, 3OiDwaa-U5_UE0AhUqzVmg, r-iDO6OtgGORolgs1tfPOw, OdPCDeSx0iWD58hZUn_byQ, Vj-tbUH0A5vFshZplMN6nw, h8BPEEcVH8JFRbrjCiaZlg, muYZ_olcRcxYiQHN9GoGTw, JdXwOLqr5i2CnNcixOQJlA, rd1_P-9fxbPi3QpqoLrjhQ, Z2I2diit-6lgUykchZQ01w, gGBuDfFGsgzn-Q67tk1SEw, -9bxJSLAsKAy9-z9jbOUpA, rez7bQsSehq-G4_NuTAb_A, RBX8jyQ8OqGA9fxnZuhLHQ, yOx3V7r5yWziCJilZtuXTA, gKAag3E7adVbd3-CbHARIA",0,0,0,0,None,3.2,0,0,0,0,0,0,0,0,0,0,0,,,,
IyLOha5oHKmHmgyzUDEymQ,Rocco,4,2016-09-16,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
l0kHXGxx-MBh-_AcISiQcA,Maxime,4,2015-02-20,"rw7pohWzGjM5IbM8mGFv4w, ZSJKZlK2rri19UvpJ7mlGA, peZefeA4FO-qYbLP7CItUQ, ICuh3gtMM38Yttw8izX_4g, ae8Wui2aGPioIDjt0IYT6A, -FLdRnVUAISuVuT7wHGGXg, rnY0eFnj63eEJ5qpwEkJ1A, v8gl7YLXZ336CLL2A5-bPg, 5_HjybC7W76K25lRgvSL3w, Yt9y57moHlA8ZTSdmjqJzA, uhYppwLK1X-FBq-qvU3InA, MNJU4tdZiMJhiFrKiiQmNQ, TsyEYab7Lx9nFSLY0SfKLA, yv22tz4A0IuXRik6Yrg4QA, p5NrW4gBnpGirgz5jRnLrg, 0uBDklpezRZspD3RC_Dr_w, 27mNQvw6o0tewwhi3OOUhg, wXCygotIGqvFiRXg7QaQUw, MDZV8FSrw1g5DfZLcbLxsQ, XoxAdYBDxG0t9MHQyN663g, x6MWv2OqupHydSg3NJJw6w, tbiDbTz837bgDhVdflaI3w, EOT8ghd9t9r2xfHWdLn_XA, ij9n9kTunskUbj-sAjG-4A, Y1XS2o1ebgLSS7B3ICiRJQ, JwsjC-OxkRc-fG582HSHtw, 0Dox006YxyCx_V0kicVHfQ, LNI2kqNjg3v2lAA43xTq8Q, ELJ_nUprSrXoEU1jDKeZcg, RshexEcY-fUvdVpHK21Vsw, GpJb187Ccjl--Or3Zqm1Jw, SAuzpHdwpLZeiqyMyylOMg, jBfCzEZTwJjNZL3mtTQrPw, 3hvRVbyq3OqAfWahliKh7A, XT-3UX0KTGwovdxe4ISr2w, o3AY5UFvFxO69QrIg94Zkw, CoTswRdmiejVf0HKRFUtzg, aLYCrxYHCrIoe91hNPDH7w, xuh8hD9ZHuMzLwM8So9-bw, fTuHeVyvaRLG_49rVLs2Kg, WLQyrJsMnzEdJ1E-CGRaMw, I-8dvl5nvILqeiWGZtwd-Q, t_6fW2h_j_-MowMV8CWf0g, 7NdPHZ_avhJqAfNO8dGeEw, NlFvqIZkPvCncBTCy-sRZQ, 0ZMef8wgsyMoSTclIHX_ng, 7TbdcpO8dBTvrE_uq6l0ag, KRc6f0VF2BAF_6QYcp2GIQ, 4MrDyfhkO2t6ftdPROLD0A, 7C11qPqnHN5rdoBMd3u69Q, kb_Bz3_cLkJFoFARmUmHOA, OlB9MJSV1mfRW_0P3Px9aw, Lq37lkk8Qgz6bFEpZSYfWA, UiZGKcpxtEhaSnFzNDq4jg, yeiTFvFS3ZJ476Xb5ywCdw, s-PVSF1u9923yDwy7IiTFg, w91ESxJgxKfO-SXG7p5zdA, ol-bnIfzAzpwIHWBNFhJ8Q, 8STVEHcCBrLQKC4loL9Dcw, RgXE5msZQJiqz0vH-7kDGw, Q84_n37M2Q5kV48k47hN-Q, 30K7Dzfi71gwTu0BqW4-lA, CrO4oDvPXgGcG0rkNYZB2Q, 9Vz6JFuAhQnJHZW2Gm133g, yvMsv0ZRi36IwarPsJvRZg, MYv81M9yy5Ucsgt7oguh_Q, IK-qxPpQxj7gAhsDfjIYIA, qc5XN5AgBnB8ycxM4v7jYA, QwbgkMGu27gScMOG_MDJ1g, I0p2XRo14I9upCEn2YcDiw, hs5JT3lvdoM-R0_yGExRfw, e0z6O22yhiKnxfjQP3aBSA, TlImmEO_CQj557QfBSitRw, 8ZOfprCqS4NTMEXQtoa-uA",1,0,0,0,None,4.5,0,0,0,0,0,0,0,0,0,0,0,,,,
ZT6gWHOX9Y84zGrepynkFw,Jill,73,2014-11-09,"kYGOlTRardHigYB5ady0Vg, zAYtoipgkBh46-_asHswxQ",2,0,0,0,None,4.21,0,0,0,0,0,0,0,0,0,1,0,,,,
lozi1gCWK-ovlPSTh_8Lqg,Gloria,47,2014-02-04,"8mEkNOezPaFlB1-TUPluag, bg15m6y5dz5Q36VSC8bGsA, LigM--z6V3dgI56W09_nUw, YSGx3aSQiH6Q6xsIzoin-w, XZnqaX-vGpuTONlLG0UJwQ, 4S-Y2_NUWM2wXUBjeQ92VA, P5g2sjrdnO4NhMnjJrfY_g, w2vA3AyK6cC4En_S6FEnXQ, 3DPpeyf-21FGC1EWZngoiw, _LyM7WRn0kV1qXsNzwsGwA, YQNzKwjHvAnuthjqJgUPbw, AJAu_CrDz8MMeBWonUCjrg, VrbmmOOCNM45ZhsVtMLVGA, Ieju1Q0bg-5w1eV9_m7Apw, T1zSOocDkYo1p5352ub-rA, jZTofJiw4eOXz1PK74OQ_A, fm-x_izSIxp0EcooI9xy_g, MHZHwumb7Ay-g7fUgTtSmw, v5i1mpNdGVDXIUlkOLDDGg, GUexeHmAN74Jmf5xrfbUGA, nnVk_Pkk5uxLV_4opSIovg, pgbJIQpUhTQHpNCXH9ZwFA, 8etwKrdQhVuptwmNb26NrQ, iogXLk1W9XU5J5ZXIVRU6Q, Ip7yobx-2Czhhgw869QeiA, LZNekvtXWPlpwv7GHbZSSA, gh88hUXIsjUTqkxi7W7soQ, 104D-aT14SMdW4baHwP1ew, 8AbwvMdNHIS3H_MSkbGCMw, w6p1kXnbyzo4MCA0Nn1dcA, N-NacESkAWte6NyUn8tQ1Q, vpSpo9lVEbOUijhA54fjew, zr1lcy5QfyMZ8tCKsvGApg, skgeQ3yDkGnu1fFqaqOfSQ, P_y3JZrhAigPV5wWUES09Q, axHhzNxNoXr-IhzQceIIWg, g1H_hADwkr7_eOTMiFukIQ, 5lij6Ri-CbTHzlS_VwuPPw, B5mYinfRgi9rZviYTBAtyw, R41BlK2PgzDNeqq5ZS1izA, -R9mMxzcKt6n4hMTddWKfw, U2mWzwT8pq2oUbiBmLul5A, SDXz9Fz364WSujwEBsHJXg, AHClcc5vUPI8ogVxgMc98A, 1bil2-oWrU8jximSHdUQLA, URTnq_KYnZtKZOhPvAIlwQ, 7YUSAdlPFfFld9FZ1BupGg, dMy3nf8Oyof6RJE4QLlaUg, KZi7pAT4Uz_kxw3CIFqmBA, JwKf62Y8E6mCGC6fbNoHIQ, TFsGEx8061hmkGrO61G6DQ, BtjjCrejBnIkhsP0Eu-AyQ, 3aVD2n8JnVifILKjR7FMoQ, t-byH3MZg5yeud7T1VZm2Q, rrv848wkVL87XUDZV67ssw, vzHJsQMSeTzEVxjKPM1hlQ, gwUOGOldm7ezWSsaPXFFGA, -AZAVfdbOGA-sCxj7mBQQA, nACYQvoyapks-7nQz4uTMw, _TXOx5i5RBbF1Wvy5yNWnA",2,0,0,2,None,4.21,0,0,0,0,0,0,0,0,0,0,0,,,,
